GO	192	0	0	1	0	0	0	6120	0
GO	192	0	0	1	0	0	0	3160	0
GP	192	0	0	0	0	1	1	2850	294
PO	192	0	0	0	1	0	0	0	2586
PO	192	0	0	0	1	0	0	0	3050
GO	192	0	0	1	0	0	0	2940	0
GO	192	0	0	1	0	0	0	2490	0
GP	192	0	0	0	0	1	1	2550	294
PO	192	0	0	0	1	0	0	0	3106
GO	192	0	0	1	0	0	0	2570	0
PO	192	0	0	0	1	0	0	0	3220
GP	192	0	0	0	0	1	1	2960	294
PO	192	0	0	0	1	0	0	0	2746
GP	192	0	0	0	0	1	1	3250	294
GP	192	0	0	0	0	1	1	2656	294
